Name,Type,CMC,Color Identity,Oracle Text,Keywords,Power,Toughness
"Uvilda, Dean of Perfection // Nassari, Dean of Expression",Djinn Wizard // Legendary Creature,3.0,"R, U",Missing Oracle Text,,0,0
"Uyo, Silent Prophet",Moonfolk Wizard,6.0,U,"Flying{2}, Return two lands you control to their owner's hand: Copy target instant or sorcery spell. You may choose new targets for the copy.",Flying,4,4
"Valentin, Dean of the Vein // Lisette, Dean of the Root",Vampire Warlock // Legendary Creature,1.0,"B, G",Missing Oracle Text,"Lifelink, Menace",0,0
"Valki, God of Lies // Tibalt, Cosmic Impostor",God // Legendary Planeswalker,2.0,"B, R",Missing Oracle Text,,0,0
"Varchild, Betrayer of Kjeldor",Human Knight,3.0,R,"Whenever Varchild deals combat damage to a player, that player creates that many 1/1 red Survivor creature tokens.Survivors your opponents control can't block, and they can't attack you or planeswalkers you control.When Varchild leaves the battlefield, gain control of all Survivors.",,3,3
"Veko, Death's Doorkeeper",Spirit Cleric,2.0,"B, W","Extort{T}, Sacrifice a non-Spirit creature: Return target creature card from your graveyard to your hand. It perpetually becomes a Spirit, has base power and toughness 1/1, and gains ""You may pay {W/B} rather than pay this spell's mana cost."" Activate only as a sorcery.",Extort,1,3
Veldrane of Sengir,Human Rogue,7.0,B,{1}{B}{B}: Veldrane gets -3/-0 and gains forestwalk until end of turn. (It can't be blocked as long as defending player controls a Forest.),,5,5
"Venser, Shaper Savant",Human Wizard,4.0,U,"Flash (You may cast this spell any time you could cast an instant.)When Venser enters, return target spell or permanent to its owner's hand.",Flash,2,2
"Veronica, Dissident Scribe",Human Artificer Rogue,3.0,R,"MenaceWhenever Veronica attacks, you may discard a card. If you do, draw a card.Whenever you discard one or more nonland cards for the first time each turn, create a Junk token. (It's an artifact with ""{T}, Sacrifice this token: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery."")",Menace,3,3
Veteran Soldier,Background,2.0,W,"Commander creatures you own have ""Whenever this creature attacks a player, if no opponent has more life than that player, for each opponent, create a 1/1 white Soldier creature token that's tapped and attacking that opponent.""",,0,0
"Vexyr, Ich-Tekik's Heir",Phyrexian Artificer,3.0,"G, U, W","Whenever you seek one or more cards, create a 3/3 colorless Phyrexian Golem artifact creature token.Golems you control have vigilance.",Seek,3,4
"Vhal, Candlekeep Researcher",Human Wizard,4.0,U,Vigilance{T}: Add an amount of {C} equal to Vhal's toughness. This mana can't be spent to cast spells from your hand.Choose a Background (You can have a Background as a second commander.),"Vigilance, Choose a background",2,3
"Vhal, Eager Scholar",Human Wizard,3.0,U,"Specialize {5}{T}: Draw a card, then discard a card. Put a study counter on Vhal, Eager Scholar.",Specialize,2,2
"Viconia, Drow Apostate",Elf Cleric,3.0,B,"At the beginning of your upkeep, if there are four or more creature cards in your graveyard, return a creature card at random from your graveyard to your hand.Choose a Background (You can have a Background as a second commander.)",Choose a background,2,3
"Viconia, Nightsinger's Disciple",Elf Cleric,2.0,B,Specialize {2}{1}: Exile target card from a graveyard.,Specialize,2,3
Virtus the Veiled,Azra Assassin,3.0,B,"Partner with Gorm the Great (When this creature enters, target player may put Gorm into their hand from their library, then shuffle.)DeathtouchWhenever Virtus deals combat damage to a player, that player loses half their life, rounded up.","Partner with, Partner, Deathtouch",1,1
"Vish Kal, Blood Arbiter",Vampire,7.0,"B, W","Flying, lifelinkSacrifice a creature: Put X +1/+1 counters on Vish Kal, where X is the sacrificed creature's power.Remove all +1/+1 counters from Vish Kal: Target creature gets -1/-1 until end of turn for each +1/+1 counter removed this way.","Flying, Lifelink",5,5
Vislor Turlough,Rogue,4.0,B,"Deal with the Black Guardian — When Vislor Turlough enters, you may have an opponent gain control of it. If you do, it's goaded for as long as they control it.At the beginning of your end step, draw a card, then you lose life equal to the number of cards in your hand.Doctor's companion (You can have two commanders if the other is the Doctor.)","Deal with the Black Guardian, Goad, Doctor's companion",2,5
Vladimir and Godfrey,Zombie Knight,3.0,W,Rejuvenation — {2}{W}: Return Vladimir and Godfrey from your graveyard to the battlefield tapped. It perpetually gets +1/+1. Activate only if you control a 1/1 creature.,,3,2
"Vnwxt, Verbose Host",Homunculus,2.0,U,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)You have no maximum hand size.Max speed — If you would draw a card, draw two cards instead.","Max speed, Start your engines!",0,4
"Vogar, Necropolis Tyrant",Zombie Giant,5.0,B,"MenaceWhenever another creature dies during your turn, put a +1/+1 counter on Vogar.When Vogar dies, draw a card for each +1/+1 counter on it.",Menace,4,4
"Volo, Itinerant Scholar",Human Wizard,3.0,U,"When Volo enters, create Volo's Journal, a legendary colorless artifact token with hexproof and ""Whenever you cast a creature spell, note one of its creature types that hasn't been noted for Volo's Journal.""{2}, {T}: Draw a card for each creature type noted for target permanent you control named Volo's Journal.Choose a Background",Choose a background,2,3
Volrath the Fallen,Phyrexian Shapeshifter,6.0,B,"{1}{B}, Discard a creature card: Volrath gets +X/+X until end of turn, where X is the discarded card's mana value.",,6,4
"Vona de Iedo, the Antifex",Vampire Cleric Knight,5.0,"B, W","MenaceWhen Vona de Iedo enters, destroy target nonland, nontoken permanent an opponent controls. Then you may discard a card. If you do, conjure a duplicate of that permanent into your hand, and the duplicate perpetually gains ""Mana of any type can be spent to cast this spell.""","Menace, Conjure",4,2
Vorinclex // The Grand Evolution,Phyrexian Praetor // Enchantment,5.0,G,Missing Oracle Text,"Reach, Transform, Trample, Fight, Mill",0,0
"Vorinclex, Voice of Hunger",Phyrexian Praetor,8.0,G,"TrampleWhenever you tap a land for mana, add one mana of any type that land produced.Whenever an opponent taps a land for mana, that land doesn't untap during its controller's next untap step.",Trample,7,6
"Vorosh, the Hunter",Dragon,6.0,"B, G, U","FlyingWhenever Vorosh deals combat damage to a player, you may pay {2}{G}. If you do, put six +1/+1 counters on Vorosh.",Flying,6,6
"Vraan, Executioner Thane",Phyrexian Vampire,2.0,B,"Whenever one or more other creatures you control die, each opponent loses 2 life and you gain 2 life. This ability triggers only once each turn.",,2,2
"Wernog, Rider's Chaplain",Human,2.0,"B, W","When Wernog, Rider's Chaplain enters or leaves the battlefield, each opponent may investigate. Each opponent who doesn't loses 1 life. You investigate X times, where X is one plus the number of opponents who investigated this way.Friends forever (You can have two commanders if both have friends forever.)","Investigate, Friends forever",1,2
"Whisper, Blood Liturgist",Human Cleric,4.0,B,"{T}, Sacrifice two creatures: Return target creature card from your graveyard to the battlefield.",,2,2
Wilfred Mott,Human Soldier,4.0,W,"Look to the Stars — At the beginning of your upkeep, put a time counter on Wilfred Mott. Then look at the top X cards of your library, where X is the number of time counters on Wilfred Mott. You may put a nonland permanent card with mana value 3 or less from among them onto the battlefield. Put the rest on the bottom of your library in a random order.",Look to the Stars,2,4
Will Kenrith,Will,6.0,U,"+2: Until your next turn, up to two target creatures each have base power and toughness 0/3 and lose all abilities.−2: Target player draws two cards. Until your next turn, instant, sorcery, and planeswalker spells that player casts cost {2} less to cast.−8: Target player gets an emblem with ""Whenever you cast an instant or sorcery spell, copy it. You may choose new targets for the copy.""Partner with Rowan KenrithWill Kenrith can be your commander.","Partner with, Partner",0,0
"Wilson, Bear Comrade",Bear Warrior,2.0,G,"Reach, trampleWard {2}Specialize {4}","Reach, Trample, Ward, Specialize",2,2
"Winter, Cursed Rider",Human Warlock,2.0,"B, U","Ward—Pay 2 life.Artifacts you control have ""Ward—Pay 2 life.""Exhaust — {2}{U}{B}, {T}, Exile X artifact cards from your graveyard: Each other nonartifact creature gets -X/-X until end of turn. (Activate each exhaust ability only once.)","Exhaust, Ward",3,2
"Witch-king, Bringer of Ruin",Wraith Noble,6.0,B,"FlyingWhenever Witch-king attacks, defending player sacrifices a creature with the least power among creatures they control.",Flying,5,3
"Wyll, Blade of Frontiers",Human Warlock,2.0,R,"If you would roll one or more dice, instead roll that many dice plus one and ignore the lowest roll.Whenever you roll one or more dice, put a +1/+1 counter on Wyll.Choose a Background (You can have a Background as a second commander.)",Choose a background,1,1
"Wyll, Pact-Bound Duelist",Human Warlock,5.0,R,"Specialize {2}When Wyll, Pact-Bound Duelist enters, gain control of target artifact or creature an opponent controls with mana value 4 or less until the end of your next turn.",Specialize,4,4
X,Human Spy,2.0,"B, U","As long as X is in X's owner's opponent's hand, X's owner may cast X and activate X's abilities. That opponent can't cast X and plays with their hand revealed.{U}{B}, {T}: Put X into target opponent's hand.{3}{U}{B}: You may play a land or cast a spell from the hand X is in. If you cast a spell this way, you cast it without paying its mana cost.",,2,2
"Xiahou Dun, the One-Eyed",Human Soldier,4.0,B,"Horsemanship (This creature can't be blocked except by creatures with horsemanship.)Sacrifice Xiahou Dun: Return target black card from your graveyard to your hand. Activate only during your turn, before attackers are declared.",Horsemanship,3,2
"Xun Yu, Wei Advisor",Human Advisor,3.0,B,"{T}: Target creature you control gets +2/+0 until end of turn. Activate only during your turn, before attackers are declared.",,1,1
"Yahenni, Undying Partisan",Aetherborn Vampire,3.0,B,"HasteWhenever a creature an opponent controls dies, put a +1/+1 counter on Yahenni.Sacrifice another creature: Yahenni gains indestructible until end of turn.",Haste,2,2
"Yannik, Scavenging Sentinel",Hyena Beast,4.0,"G, W","Partner with Nikara, Lair ScavengerVigilanceWhen Yannik enters, exile another creature you control until Yannik leaves the battlefield. When you do, distribute X +1/+1 counters among any number of target creatures, where X is the exiled creature's power.","Partner with, Vigilance, Partner",3,3
"Yargle, Glutton of Urborg",Frog Spirit,5.0,B,,,9,3
Yasmin Khan,Human Detective,4.0,R,"{T}: Exile the top card of your library. Until your next end step, you may play it.Doctor's companion (You can have two commanders if the other is the Doctor.)",Doctor's companion,3,3
"Yes Man, Personal Securitron",Robot,3.0,W,"{T}: Target opponent gains control of Yes Man. When they do, you draw two cards and put a quest counter on Yes Man. Activate only during your turn.Wild Card — When Yes Man leaves the battlefield, its owner creates a tapped 1/1 white Soldier creature token for each quest counter on it.",Wild Card,2,2
"Yidaro, Wandering Monster",Dinosaur Turtle,7.0,R,"Trample, hasteCycling {1}{R}When you cycle this card, shuffle it into your library from your graveyard. If you've cycled a card named Yidaro, Wandering Monster four or more times this game, put it onto the battlefield from your graveyard instead. (Do this before you draw.)","Haste, Trample, Cycling",8,8
