Name,Type,CMC,Color Identity,Oracle Text,Keywords,Power,Toughness,theme_label
"Temmet, Naktamun's Will",Zombie Wizard,5.0,"B, U, W","Vigilance, menaceWhenever you attack, draw a card, then discard a card.Whenever you draw a card, Zombies you control get +1/+1 until end of turn.","Vigilance, Menace",4,4,Zombies
"Teneb, the Harvester",Dragon,6.0,"B, G, W","FlyingWhenever Teneb deals combat damage to a player, you may pay {2}{B}. If you do, put target creature card from a graveyard onto the battlefield under your control.",Flying,6,6,Wurms
"Tesak, Judith's Hellhound",Elemental Dog,4.0,R,"Unleash (You may have this creature enter with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.)Other Dogs you control have unleash.Creatures you control with counters on them have haste.Whenever Tesak attacks, add {R} for each attacking creature.",Unleash,3,3,Dogs
"Teshar, Ancestor's Apostle",Bird Cleric,4.0,W,"FlyingWhenever you cast a historic spell, return target creature card with mana value 3 or less from your graveyard to the battlefield. (Artifacts, legendaries, and Sagas are historic.)",Flying,2,2,Cheerios
"Tetsuko Umezawa, Fugitive",Human Rogue,2.0,U,Creatures you control with power or toughness 1 or less can't be blocked.,,1,3,Infect
"Tetsuo, Imperial Champion",Human Samurai,3.0,"B, R, U","Whenever Tetsuo attacks, if it's equipped, choose one —• Tetsuo deals damage equal to the highest mana value among Equipment attached to it to any target.• You may cast an instant or sorcery spell from your hand with mana value less than or equal to the highest mana value among Equipment attached to Tetsuo without paying its mana cost.",,3,3,Equipment
"Teval, Arbiter of Virtue",Spirit Dragon,5.0,"B, G, U","Flying, lifelinkSpells you cast have delve. (Each card you exile from your graveyard while casting those spells pays for {1}.)Whenever you cast a spell, you lose life equal to its mana value.","Flying, Lifelink",6,6,Delver
"Teval, the Balanced Scale",Spirit Dragon,4.0,"B, G, U","FlyingWhenever Teval attacks, mill three cards. Then you may return a land card from your graveyard to the battlefield tapped.Whenever one or more cards leave your graveyard, create a 2/2 black Zombie Druid creature token.","Flying, Mill",4,4,Dredge
"Teysa, Envoy of Ghosts",Human Advisor,7.0,"B, W","Vigilance, protection from creaturesWhenever a creature deals combat damage to you, destroy that creature. Create a 1/1 white and black Spirit creature token with flying.","Vigilance, Protection",4,4,Phasing
Teysa Karlov,Human Advisor,4.0,"B, W","If a creature dying causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.Creature tokens you control have vigilance and lifelink.",,2,4,Aristocrats
"Teysa, Opulent Oligarch",Human Advisor,3.0,"B, W","DeathtouchAt the beginning of your end step, investigate for each opponent who lost life this turn.Whenever a Clue you control is put into a graveyard from the battlefield, create a 1/1 white and black Spirit creature token with flying. This ability triggers only once each turn.","Investigate, Deathtouch",2,3,Clues
"Teysa, Orzhov Scion",Human Advisor,3.0,"B, W","Sacrifice three white creatures: Exile target creature.Whenever another black creature you control dies, create a 1/1 white Spirit creature token with flying.",,2,3,Aristocrats
"Thada Adel, Acquisitor",Merfolk Rogue,3.0,U,"Islandwalk (This creature can't be blocked as long as defending player controls an Island.)Whenever Thada Adel deals combat damage to a player, search that player's library for an artifact card and exile it. Then that player shuffles. Until end of turn, you may play that card.","Landwalk, Islandwalk",2,2,Blue Moon
Thalia and The Gitrog Monster,Human Frog Horror,4.0,"B, G, W","First strike, deathtouchYou may play an additional land on each of your turns.Creatures and nonbasic lands your opponents control enter tapped.Whenever Thalia and The Gitrog Monster attacks, sacrifice a creature or land, then draw a card.","First strike, Deathtouch",4,4,Lands Matter
"Thalia, Guardian of Thraben",Human Soldier,2.0,W,First strikeNoncreature spells cost {1} more to cast.,First strike,2,1,Hatebears
"Thalisse, Reverent Medium",Human Cleric,5.0,"B, W","At the beginning of each end step, create X 1/1 white Spirit creature tokens with flying, where X is the number of tokens you created this turn.",,3,4,Tokens
"Thantis, the Warweaver",Spider,6.0,"B, G, R","Vigilance, reachAll creatures attack each combat if able.Whenever a creature attacks you or a planeswalker you control, put a +1/+1 counter on Thantis.","Reach, Vigilance",5,5,Spiders
"Thassa, Deep-Dwelling",God,4.0,U,"IndestructibleAs long as your devotion to blue is less than five, Thassa isn't a creature.At the beginning of your end step, exile up to one other target creature you control, then return that card to the battlefield under your control.{3}{U}: Tap another target creature.",Indestructible,6,5,Wizards
"Thassa, God of the Sea",God,3.0,U,"IndestructibleAs long as your devotion to blue is less than five, Thassa isn't a creature. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)At the beginning of your upkeep, scry 1.{1}{U}: Target creature you control can't be blocked this turn.","Indestructible, Scry",5,5,Sea Creatures
The Ancient One,Spirit God,2.0,"B, U","Descend 8 — The Ancient One can't attack or block unless there are eight or more permanent cards in your graveyard.{2}{U}{B}: Draw a card, then discard a card. When you discard a card this way, target player mills cards equal to its mana value.","Descend, Mill",8,8,Mill
The Archimandrite,Human Advisor,5.0,"R, U, W","At the beginning of your upkeep, you gain X life, where X is the number of cards in your hand minus 4.Whenever you gain life, each Advisor, Artificer, and Monk you control gains vigilance and gets +X/+0 until end of turn, where X is the amount of life you gained.Tap three untapped Advisors, Artificers, and/or Monks you control: Draw a card.",,0,5,Monks
"The Balrog, Durin's Bane",Avatar Demon,7.0,"B, R","This spell costs {1} less to cast for each permanent sacrificed this turn.HasteThe Balrog can't be blocked except by legendary creatures.When The Balrog dies, destroy target artifact or creature an opponent controls.",Haste,7,5,Orcs
The Beamtown Bullies,Ogre Devil Warrior,4.0,"B, G, R","Vigilance, haste{T}: Target opponent whose turn it is puts target nonlegendary creature card from your graveyard onto the battlefield under their control. It gains haste. Goad it. At the beginning of the next end step, exile it. (Until your next turn, that creature attacks each combat if able and attacks a player other than you if able.)","Goad, Vigilance, Haste",4,4,Stompy
"The Beast, Deathless Prince",Demon,4.0,"B, R","When you cast this spell, gain control of target creature until end of turn. Untap it. It gains menace and haste until end of turn.The Beast enters tapped with six stun counters on it. (If it would become untapped, remove a stun counter from it instead.)Whenever a creature deals combat damage to its owner, untap The Beast and draw a card.",,6,6,Theft
The Capitoline Triad,God Artificer,10.0,No Color Identity,"Those Who Came Before — This spell costs {1} less to cast for each historic card in your graveyard. (Artifacts, legendaries, and Sagas are historic.)Exile any number of historic cards from your graveyard with total mana value 30 or greater: You get an emblem with ""Creatures you control have base power and toughness 9/9.""",Those Who Came Before,7,7,Tron
The Celestial Toymaker,Rogue Artificer,3.0,"B, U, W","Whenever The Celestial Toymaker attacks, look at the top three cards of your library. Exile any number of them in a face-down pile and the rest in a face-up pile. Defending player chooses one of those piles. Put that pile into your hand.At the beginning of each end step, each opponent loses 2 life for each spell or ability that caused one or more players to guess or to group cards or permanents into a pile this turn.",,2,4,Sphinxes
The Council of Four,Human Noble,5.0,"U, W","Whenever a player draws their second card during their turn, you draw a card.Whenever a player casts their second spell during their turn, you create a 2/2 white Knight creature token.",,0,8,Wheels
The Cyber-Controller,Cyberman,3.0,"B, U","When The Cyber-Controller enters, each opponent mills X cards. Put all creature cards milled this way onto the battlefield face down under your control. They're 2/2 Cyberman artifact creatures.Other artifact creatures you control get +1/+1.",Mill,3,3,Bounce
The Dalek Emperor,Dalek,7.0,"B, R","Affinity for Daleks (This spell costs {1} less to cast for each Dalek you control.)Other Daleks you control have haste.At the beginning of combat on your turn, each opponent faces a villainous choice — That player sacrifices a creature of their choice, or you create a 3/3 black Dalek artifact creature token with menace.",Affinity,6,6,Shapeshifters
The Face of Boe,Alien Advisor,4.0,"R, U, W","{T}: You may cast a spell with suspend from your hand. If you do, pay its suspend cost rather than its mana cost. Activate only as a sorcery.",,0,4,Suspend
The First Sliver,Sliver,5.0,"B, G, R, U, W","Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)Sliver spells you cast have cascade.",Cascade,7,7,Slivers
The Gitrog Monster,Frog Horror,5.0,"B, G","DeathtouchAt the beginning of your upkeep, sacrifice The Gitrog Monster unless you sacrifice a land.You may play an additional land on each of your turns.Whenever one or more land cards are put into your graveyard from anywhere, draw a card.",Deathtouch,6,6,Lands Matter
"The Gitrog, Ravenous Ride",Frog Horror Mount,5.0,"B, G","Trample, hasteWhenever The Gitrog deals combat damage to a player, you may sacrifice a creature that saddled it this turn. If you do, draw X cards, then put up to X land cards from your hand onto the battlefield tapped, where X is the sacrificed creature's power.Saddle 1","Saddle, Haste, Trample",6,5,Stompy
The Goose Mother,Bird Hydra,2.0,"G, U","FlyingThe Goose Mother enters with X +1/+1 counters on it.When The Goose Mother enters, create half X Food tokens, rounded up.Whenever The Goose Mother attacks, you may sacrifice a Food. If you do, draw a card.","Flying, Food",2,2,Hydras
The Howling Abomination,Human Beast Warrior,5.0,"G, R","HasteThe Howling Abomination has trample as long as you've cast three or more spells this turn.Whenever The Howling Abomination becomes the target of a spell, it gets +2/+2 until end of turn and deals 2 damage to each opponent.",Haste,5,5,Cantrips
The Infamous Cruelclaw,Weasel Mercenary,3.0,"B, R","MenaceWhenever The Infamous Cruelclaw deals combat damage to a player, exile cards from the top of your library until you exile a nonland card. You may cast that card by discarding a card rather than paying its mana cost.",Menace,3,3,Big Mana
The Jolly Balloon Man,Human Clown,3.0,"R, W","Haste{1}, {T}: Create a token that's a copy of another target creature you control, except it's a 1/1 red Balloon creature in addition to its other colors and types and it has flying and haste. Sacrifice it at the beginning of the next end step. Activate only as a sorcery.",Haste,1,4,ETB
The Lady of Otaria,Avatar,5.0,"G, R","You may tap three untapped Dwarves you control rather than pay this spell's mana cost.At the beginning of each end step, if a land you controlled was put into a graveyard from the battlefield this turn, reveal the top four cards of your library. You may put any number of Dwarf cards from among them into your hand. Put the rest on the bottom of your library in a random order.",,5,5,Dwarves
The Lady of the Mountain,Giant,6.0,"G, R",,,5,5,Giants
The Locust God,God,6.0,"R, U","FlyingWhenever you draw a card, create a 1/1 blue and red Insect creature token with flying and haste.{2}{U}{R}: Draw a card, then discard a card.When The Locust God dies, return it to its owner's hand at the beginning of the next end step.",Flying,4,4,Wheels
Thelon of Havenwood,Elf Druid,2.0,"B, G","Each Fungus creature gets +1/+1 for each spore counter on it.{B}{G}, Exile a Fungus card from a graveyard: Put a spore counter on each Fungus on the battlefield.",,2,2,Saprolings
